2024-06-04 21:42:08,288 INFO    StreamThr :715747 [internal.py:wandb_internal():85] W&B internal server running at pid: 715747, started at: 2024-06-04 21:42:08.287423
2024-06-04 21:42:08,290 DEBUG   HandlerThread:715747 [handler.py:handle_request():158] handle_request: status
2024-06-04 21:42:08,297 INFO    WriterThread:715747 [datastore.py:open_for_write():87] open: /hpi/fs00/home/jim.maar/interpretability/wandb/run-20240604_214208-rj3pit5a/run-rj3pit5a.wandb
2024-06-04 21:42:08,298 DEBUG   SenderThread:715747 [sender.py:send():378] send: header
2024-06-04 21:42:08,314 DEBUG   SenderThread:715747 [sender.py:send():378] send: run
2024-06-04 21:42:08,754 DEBUG   HandlerThread:715747 [handler.py:handle_request():158] handle_request: check_version
2024-06-04 21:42:08,756 INFO    SenderThread:715747 [dir_watcher.py:__init__():211] watching files in: /hpi/fs00/home/jim.maar/interpretability/wandb/run-20240604_214208-rj3pit5a/files
2024-06-04 21:42:08,756 INFO    SenderThread:715747 [sender.py:_start_run_threads():1123] run started: rj3pit5a with start time 1717537328.293479
2024-06-04 21:42:08,756 DEBUG   SenderThread:715747 [sender.py:send_request():405] send_request: check_version
2024-06-04 21:42:08,850 DEBUG   HandlerThread:715747 [handler.py:handle_request():158] handle_request: run_start
2024-06-04 21:42:08,852 DEBUG   HandlerThread:715747 [system_info.py:__init__():26] System info init
2024-06-04 21:42:08,852 DEBUG   HandlerThread:715747 [system_info.py:__init__():41] System info init done
2024-06-04 21:42:08,852 INFO    HandlerThread:715747 [system_monitor.py:start():194] Starting system monitor
2024-06-04 21:42:08,852 INFO    SystemMonitor:715747 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-06-04 21:42:08,852 INFO    HandlerThread:715747 [system_monitor.py:probe():214] Collecting system info
2024-06-04 21:42:08,854 INFO    SystemMonitor:715747 [interfaces.py:start():188] Started cpu monitoring
2024-06-04 21:42:08,855 INFO    SystemMonitor:715747 [interfaces.py:start():188] Started disk monitoring
2024-06-04 21:42:08,856 INFO    SystemMonitor:715747 [interfaces.py:start():188] Started gpu monitoring
2024-06-04 21:42:08,856 INFO    SystemMonitor:715747 [interfaces.py:start():188] Started memory monitoring
2024-06-04 21:42:08,857 INFO    SystemMonitor:715747 [interfaces.py:start():188] Started network monitoring
2024-06-04 21:42:08,874 DEBUG   HandlerThread:715747 [system_info.py:probe():150] Probing system
2024-06-04 21:42:08,875 DEBUG   HandlerThread:715747 [system_info.py:_probe_git():135] Probing git
2024-06-04 21:42:08,880 DEBUG   HandlerThread:715747 [system_info.py:_probe_git():143] Probing git done
2024-06-04 21:42:08,880 DEBUG   HandlerThread:715747 [system_info.py:probe():198] Probing system done
2024-06-04 21:42:08,880 DEBUG   HandlerThread:715747 [system_monitor.py:probe():223] {'os': 'Linux-5.4.0-124-generic-x86_64-with-glibc2.31', 'python': '3.11.9', 'heartbeatAt': '2024-06-04T21:42:08.874500', 'startedAt': '2024-06-04T21:42:08.244689', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/hpi/fs00/home/jim.maar/interpretability/training_probes.py', 'codePathLocal': 'training_probes.py', 'codePath': 'training_probes.py', 'git': {'remote': 'https://github.com/Jim-Maar/interpretability.git', 'commit': 'a8f4c60117c4ddf131a8a2cb5d3b3f180aea64d0'}, 'email': 'jimmaar1@Gmail.com', 'root': '/hpi/fs00/home/jim.maar/interpretability', 'host': 'gx05', 'username': 'jim.maar', 'executable': '/hpi/fs00/home/jim.maar/miniconda3/envs/arena-env/bin/python', 'cpu_count': 48, 'cpu_count_logical': 48, 'cpu_freq': {'current': 2200.0147083333345, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 2894.223, 'min': 0.0, 'max': 0.0}, {'current': 3080.025, 'min': 0.0, 'max': 0.0}, {'current': 2928.627, 'min': 0.0, 'max': 0.0}, {'current': 2897.757, 'min': 0.0, 'max': 0.0}, {'current': 2893.535, 'min': 0.0, 'max': 0.0}, {'current': 3591.526, 'min': 0.0, 'max': 0.0}, {'current': 1801.541, 'min': 0.0, 'max': 0.0}, {'current': 1794.0, 'min': 0.0, 'max': 0.0}, {'current': 1803.703, 'min': 0.0, 'max': 0.0}, {'current': 1796.156, 'min': 0.0, 'max': 0.0}, {'current': 1809.659, 'min': 0.0, 'max': 0.0}, {'current': 1805.947, 'min': 0.0, 'max': 0.0}, {'current': 2451.823, 'min': 0.0, 'max': 0.0}, {'current': 2431.21, 'min': 0.0, 'max': 0.0}, {'current': 2346.265, 'min': 0.0, 'max': 0.0}, {'current': 2262.883, 'min': 0.0, 'max': 0.0}, {'current': 3323.347, 'min': 0.0, 'max': 0.0}, {'current': 2778.626, 'min': 0.0, 'max': 0.0}, {'current': 1645.241, 'min': 0.0, 'max': 0.0}, {'current': 1634.305, 'min': 0.0, 'max': 0.0}, {'current': 1349.442, 'min': 0.0, 'max': 0.0}, {'current': 1868.241, 'min': 0.0, 'max': 0.0}, {'current': 2104.775, 'min': 0.0, 'max': 0.0}, {'current': 1819.701, 'min': 0.0, 'max': 0.0}, {'current': 1793.722, 'min': 0.0, 'max': 0.0}, {'current': 1804.892, 'min': 0.0, 'max': 0.0}, {'current': 1804.387, 'min': 0.0, 'max': 0.0}, {'current': 1790.463, 'min': 0.0, 'max': 0.0}, {'current': 1802.533, 'min': 0.0, 'max': 0.0}, {'current': 1793.909, 'min': 0.0, 'max': 0.0}, {'current': 1800.009, 'min': 0.0, 'max': 0.0}, {'current': 1801.03, 'min': 0.0, 'max': 0.0}, {'current': 1800.271, 'min': 0.0, 'max': 0.0}, {'current': 1806.827, 'min': 0.0, 'max': 0.0}, {'current': 1798.445, 'min': 0.0, 'max': 0.0}, {'current': 1799.666, 'min': 0.0, 'max': 0.0}, {'current': 3604.018, 'min': 0.0, 'max': 0.0}, {'current': 2893.433, 'min': 0.0, 'max': 0.0}, {'current': 2903.353, 'min': 0.0, 'max': 0.0}, {'current': 2897.027, 'min': 0.0, 'max': 0.0}, {'current': 2886.664, 'min': 0.0, 'max': 0.0}, {'current': 2897.777, 'min': 0.0, 'max': 0.0}, {'current': 1799.665, 'min': 0.0, 'max': 0.0}, {'current': 1804.126, 'min': 0.0, 'max': 0.0}, {'current': 1803.566, 'min': 0.0, 'max': 0.0}, {'current': 1800.543, 'min': 0.0, 'max': 0.0}, {'current': 1801.089, 'min': 0.0, 'max': 0.0}, {'current': 1800.733, 'min': 0.0, 'max': 0.0}], 'disk': {'/': {'total': 438.0518455505371, 'used': 31.634929656982422}}, 'memory': {'total': 503.45164489746094}}
2024-06-04 21:42:08,884 INFO    HandlerThread:715747 [system_monitor.py:probe():224] Finished collecting system info
2024-06-04 21:42:08,884 INFO    HandlerThread:715747 [system_monitor.py:probe():227] Publishing system info
2024-06-04 21:42:08,885 DEBUG   HandlerThread:715747 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-06-04 21:42:09,757 INFO    Thread-12 :715747 [dir_watcher.py:_on_file_created():271] file/dir created: /hpi/fs00/home/jim.maar/interpretability/wandb/run-20240604_214208-rj3pit5a/files/conda-environment.yaml
2024-06-04 21:42:17,902 DEBUG   HandlerThread:715747 [system_info.py:_save_conda():222] Saving conda packages done
